Video_id,Is_Reply,Parent_Comment_ID,Comment_ID,Channel_ID,Display Name,Comment Text,Likes,Timestamp,cleaned_comment,cleaned_comment_for_sentiment,mentioned_products,language,is_english,sentiment_label,product_related
golcSAhe8yM,TRUE,UgxuLmyxtaMch9xs07d4AaABAg,UgxuLmyxtaMch9xs07d4AaABAg.AI-4tsVOc6tAI5vzz3hIhd,UC65bQ2tQqI4Ev-nvw_D3S_A,@AnthonyReedJr,AI is not testing our brain power 🤦🏾‍♂️,2,2025-05-14T11:03:54Z,AI is not testing our brain power :man_facepalming_mediumdark_skin_tone:,ai is not testing our brain power :man_facepalming_mediumdark_skin_tone:,[],en,TRUE,negative,FALSE
nG8bECTxRRQ,FALSE,,UgyKA-QAHv7-rvNDtQ14AaABAg,UCVMJPRXrBIOFDBZEaF-_pEA,@AdobeLiveCommunity,"Update as of 02/12/2025, Generative Video (beta) is now available to try! ➡ https://adobe.ly/4hzvGYG

See more of Chris Grubisa's video business wizardry here ➡ https://www.youtube.com/playlist?list=PLMMOwZoEbhuzKw38xhKeJ2qjmXzb0zkyn",1,2024-12-13T23:26:30Z,Update as of 02122025 Generative Video beta is now available to try :right_arrow: See more of Chris Grubisas video business wizardry here :right_arrow:,update as of 02122025 generative video beta is now available to try :right_arrow: see more of chris grubisas video business wizardry here :right_arrow:,[],en,TRUE,neutral,FALSE
nG8bECTxRRQ,TRUE,UgyKA-QAHv7-rvNDtQ14AaABAg,UgyKA-QAHv7-rvNDtQ14AaABAg.AC-s9-IupiSACXjO0EPWiy,UCLzLwtjADhYzVWnpAXXN69Q,@BuddyBearCreator,I've signed up for the wait list   a few times,0,2024-12-27T03:04:05Z,Ive signed up for the wait list a few times,ive signed up for the wait list a few times,[],en,TRUE,neutral,FALSE
nG8bECTxRRQ,FALSE,,UgwFi9yX0-JTP4g7xCF4AaABAg,UCeI0wMgQxeCdkOOZzzTXQuA,@alejuarezdesign,"If not part of CC subscription, then there are other platforms such as kling and runway",0,2025-04-06T16:22:08Z,If not part of CC subscription then there are other platforms such as kling and runway,if not part of cc subscription then there are other platforms such as kling and runway,[],en,TRUE,neutral,FALSE
nG8bECTxRRQ,FALSE,,UgzYRH--2VRCd2YnZBp4AaABAg,UCF0icqrG3DdhE1A47xNTiCw,@garvitgoel7322,Applied for its beta,0,2025-02-07T04:58:36Z,Applied for its beta,applied for its beta,[],en,TRUE,neutral,FALSE
nG8bECTxRRQ,TRUE,UgzYRH--2VRCd2YnZBp4AaABAg,UgzYRH--2VRCd2YnZBp4AaABAg.AEE4sWR6DGPAESlH1KbBD4,UCVMJPRXrBIOFDBZEaF-_pEA,@AdobeLiveCommunity,Generative Video (beta) is now available to try! https://adobe.ly/4hzvGYG,0,2025-02-12T21:47:11Z,Generative Video beta is now available to try,generative video beta is now available to try,[],en,TRUE,neutral,FALSE
nG8bECTxRRQ,TRUE,UgxFvtRTobn3TM4s-jN4AaABAg,UgxFvtRTobn3TM4s-jN4AaABAg.ACp8GDOVCSkAESlE6rBova,UCVMJPRXrBIOFDBZEaF-_pEA,@AdobeLiveCommunity,Generative Video (beta) is now available to try! https://adobe.ly/4hzvGYG,1,2025-02-12T21:46:47Z,Generative Video beta is now available to try,generative video beta is now available to try,[],en,TRUE,neutral,FALSE
nG8bECTxRRQ,FALSE,,UgwRsoHvhd-nrZQA8qV4AaABAg,UCQXBbX1RkEf_v-ToyZ2DK9Q,@itzmenugget4716,this will be integrated into premiere pro when it releases right?,0,2024-12-27T00:44:12Z,this will be integrated into premiere pro when it releases right,this will be integrated into [product] pro when it releases right,['premiere'],en,TRUE,neutral,FALSE
nG8bECTxRRQ,TRUE,Ugxk5lUQ1HLiYJ5B4iV4AaABAg,Ugxk5lUQ1HLiYJ5B4iV4AaABAg.ACEtgUJ7fkCACEyEIkbxBw,UCVMJPRXrBIOFDBZEaF-_pEA,@AdobeLiveCommunity,Yes!,0,2024-12-19T20:08:15Z,Yes,yes,[],unknown,FALSE,neutral,FALSE
nG8bECTxRRQ,FALSE,,Ugz3oWvsc3myjiV-o-54AaABAg,UCEPMEBPmpCWX0_ZMM0JHMRQ,@david-miango2737,Release date??,2,2024-12-12T00:06:42Z,Release date,release date,[],ro,FALSE,neutral,FALSE
nG8bECTxRRQ,TRUE,Ugz3oWvsc3myjiV-o-54AaABAg,Ugz3oWvsc3myjiV-o-54AaABAg.ABvn9ibBubvAC-r7nRVSyj,UCVMJPRXrBIOFDBZEaF-_pEA,@AdobeLiveCommunity,"When we have a public release date, we will let you know. Stay tuned!",0,2024-12-13T23:17:36Z,When we have a public release date we will let you know Stay tuned,when we have a public release date we will let you know stay tuned,[],en,TRUE,neutral,FALSE
nG8bECTxRRQ,TRUE,Ugz3oWvsc3myjiV-o-54AaABAg,Ugz3oWvsc3myjiV-o-54AaABAg.ABvn9ibBubvAESlErFAhzw,UCVMJPRXrBIOFDBZEaF-_pEA,@AdobeLiveCommunity,Generative Video (beta) is now available to try! https://adobe.ly/4hzvGYG,0,2025-02-12T21:46:54Z,Generative Video beta is now available to try,generative video beta is now available to try,[],en,TRUE,neutral,FALSE
nG8bECTxRRQ,TRUE,Ugxz7y9Uxn-RaS2cLlh4AaABAg,Ugxz7y9Uxn-RaS2cLlh4AaABAg.ABvTTEhdHGkAC-rJy7cHHZ,UCVMJPRXrBIOFDBZEaF-_pEA,@AdobeLiveCommunity,We're sorry you feel that way! Can you let us know what it is about Firefly that you dislike?,1,2024-12-13T23:19:15Z,Were sorry you feel that way Can you let us know what it is about Firefly that you dislike,were sorry you feel that way can you let us know what it is about [product] that you dislike,['firefly'],en,TRUE,neutral,FALSE
nG8bECTxRRQ,TRUE,UgyTg9ie7C_ZzktJBAN4AaABAg,UgyTg9ie7C_ZzktJBAN4AaABAg.ABun4Ooty2MAESlC86nsKb,UCVMJPRXrBIOFDBZEaF-_pEA,@AdobeLiveCommunity,Generative Video (beta) is now available to try! https://adobe.ly/4hzvGYG,1,2025-02-12T21:46:31Z,Generative Video beta is now available to try,generative video beta is now available to try,[],en,TRUE,neutral,FALSE
nG8bECTxRRQ,TRUE,Ugz7PzYoj7LSFVY1qIx4AaABAg,Ugz7PzYoj7LSFVY1qIx4AaABAg.ABt2Yb96mATAESlAUJ_VRq,UCVMJPRXrBIOFDBZEaF-_pEA,@AdobeLiveCommunity,Generative Video (beta) is now available to try! https://adobe.ly/4hzvGYG,0,2025-02-12T21:46:18Z,Generative Video beta is now available to try,generative video beta is now available to try,[],en,TRUE,neutral,FALSE
nG8bECTxRRQ,FALSE,,Ugz0GLFQGHPUtw4Som14AaABAg,UC3XX5KQPrCPUHZ3eyd4s7dQ,@lucyfaire1980,"Well, when you actually release it, then we will see....",1,2024-12-10T12:28:05Z,Well when you actually release it then we will see,well when you actually release it then we will see,[],en,TRUE,neutral,FALSE
nG8bECTxRRQ,TRUE,Ugz0GLFQGHPUtw4Som14AaABAg,Ugz0GLFQGHPUtw4Som14AaABAg.ABryPywvzEmAESlHnBKdo_,UCVMJPRXrBIOFDBZEaF-_pEA,@AdobeLiveCommunity,Generative Video (beta) is now available to try! https://adobe.ly/4hzvGYG,0,2025-02-12T21:47:18Z,Generative Video beta is now available to try,generative video beta is now available to try,[],en,TRUE,neutral,FALSE
nG8bECTxRRQ,TRUE,UgwrHQ8UhswfNw00x_h4AaABAg,UgwrHQ8UhswfNw00x_h4AaABAg.ABr3yZ3BRI9ABsl2XA2mMU,UCVMJPRXrBIOFDBZEaF-_pEA,@AdobeLiveCommunity,"Since this model is still in Beta, stay tuned. However, you can currently submit Generative AI content to Adobe Stock as long as it meets the submission requirements. You can check out the below links for more info!

https://helpx.adobe.com/stock/contributor/help/generative-ai-content.html
https://helpx.adobe.com/stock/contributor/help/generative-ai-faq.html",0,2024-12-10T19:50:32Z,Since this model is still in Beta stay tuned However you can currently submit Generative AI content to Adobe Stock as long as it meets the submission requirements You can check out the below links for more info,since this model is still in beta stay tuned however you can currently submit generative ai content to adobe stock as long as it meets the submission requirements you can check out the below links for more info,[],en,TRUE,neutral,FALSE
nG8bECTxRRQ,TRUE,UgwrHQ8UhswfNw00x_h4AaABAg,UgwrHQ8UhswfNw00x_h4AaABAg.ABr3yZ3BRI9ABslacYU_R9,UCVMJPRXrBIOFDBZEaF-_pEA,@AdobeLiveCommunity,"​@@agente_ai We're sorry you feel that way! Here on the Adobe Live YouTube channel, we do check and respond to our community posts when possible.",0,2024-12-10T19:55:19Z,agente_ai Were sorry you feel that way Here on the Adobe Live YouTube channel we do check and respond to our community posts when possible,agente_ai were sorry you feel that way here on the adobe live youtube channel we do check and respond to our community posts when possible,[],en,TRUE,neutral,FALSE
nG8bECTxRRQ,TRUE,Ugy2cHbiVA5l47QxN7N4AaABAg,Ugy2cHbiVA5l47QxN7N4AaABAg.ABqi5IxcdNXAESl8DDae-j,UCVMJPRXrBIOFDBZEaF-_pEA,@AdobeLiveCommunity,Generative Video (beta) is now available to try! https://adobe.ly/4hzvGYG,0,2025-02-12T21:45:59Z,Generative Video beta is now available to try,generative video beta is now available to try,[],en,TRUE,neutral,FALSE
nG8bECTxRRQ,TRUE,UgyaLSTsJY-3bMuHEbR4AaABAg,UgyaLSTsJY-3bMuHEbR4AaABAg.ABqgO5kGbtgAESlD-uoqCP,UCVMJPRXrBIOFDBZEaF-_pEA,@AdobeLiveCommunity,Generative Video (beta) is now available to try! https://adobe.ly/4hzvGYG,0,2025-02-12T21:46:39Z,Generative Video beta is now available to try,generative video beta is now available to try,[],en,TRUE,neutral,FALSE
edp3O15wzbE,TRUE,UgzTS87KTCIzXOyDfbt4AaABAg,UgzTS87KTCIzXOyDfbt4AaABAg.A1Oyws8orFDA1TP9mlLPrD,UC00XH6AT7pX1XTDwf9Zse2w,@JoseSilva-araponga,AdobeLiveCommunity,0,2024-03-27T00:56:20Z,AdobeLiveCommunity,adobelivecommunity,[],unknown,FALSE,neutral,FALSE
f1jEf_xShiY,FALSE,,UgyVWR8v5gZg1UuOkaR4AaABAg,UC6dVLh-Fj4PT8UWeEVRCOmA,@MultiMrudula,India,0,2024-10-24T12:08:10Z,India,india,[],unknown,FALSE,neutral,FALSE
f1jEf_xShiY,FALSE,,UgxG0O0-0YOeE-Qzx_14AaABAg,UCHNUER8wxFlYG4cXcqJiOHg,@MrRcrough,Ron from Peterborough Ontario,0,2024-10-23T01:50:15Z,Ron from Peterborough Ontario,ron from peterborough ontario,[],en,TRUE,neutral,FALSE
f1jEf_xShiY,FALSE,,UgzDURjNfOklMR0LIOl4AaABAg,UCY9TipkkdzDnarrio_wcYaQ,@babencamara9781,"Hi there. Not sure if it too late to say hi from the Republic of Guinea (Conakry), West Africa.",0,2024-09-26T11:16:34Z,Hi there Not sure if it too late to say hi from the Republic of Guinea Conakry West Africa,hi there not sure if it too late to say hi from the republic of guinea conakry west africa,[],en,TRUE,netural,FALSE
f1jEf_xShiY,FALSE,,UgyPdZUf-AL2RhDatTp4AaABAg,UCbgaUEvokLygA4EGE_tHPPA,@gabornemeth2233,"🎯 Key points for quick navigation:

00:00:00 *🌟 Bevezetés az Adobe Firefly világába*
- A Firefly mesterséges intelligencia modellje,
- A Firefly előnyei és jövőbeli fejlesztései,
- Felhasználási lehetőségek: text to image, generative fill.
00:05:09 *🎨 A text-to-image technológia részletei*
- A text-to-image felhasználási lehetőségei és példái,
- A variánsok és stílusok testreszabása,
- A felhasználói kísérletezés fontossága.
00:12:17 *🖌️ Generatív eszközök: Generative Fill és Text Effects*
- A generatív kitöltés használata képek módosítására,
- Text Effects funkció fontossága és kreatív alkalmazásai.
00:15:49 *✏️ Generatív átszínezés az Illustrator és Firefly segítségével*
- Az átszínezési funkció bemutatása Illustratorban,
- Firefly generatív átszínezési lehetőségei,
- Az SVG fájlok szerepe és használata.
00:18:45 *🚀 Adobe Express újdonságai és gyors feladatok*
- Az Adobe Express új funkcióinak bemutatása,
- Gyors akciók és integráció a Creative Cloud alkalmazással,
- Express és Firefly integráció a kreatív munkafolyamatokban.
21:20 *🎨 Háttér újragenerálása*
- A háttér eltávolítása és újragenerálása szöveges képgenerátor segítségével.
- A háttér eltávolítása és áthelyezése,
- Szöveges képgenerátor használata a Photoshopban.
24:52 *🖌️ Generatív kitöltés a Photoshopban*
- A generatív kitöltés bemutatása az Adobe Photoshop bétaváltozatában.
- Objektum kiválasztása és bővítése,
- Generatív kitöltési technológia különbségei a tartalomérzékeny kitöltéssel szemben.
28:20 *🍦 Jégkrém generálása képen*
- Jégkrém hozzáadása meglévő képhez generatív kitöltéssel.
- Nyers kijelölés alkalmazása és generatív kitöltés,
- Különböző variációk létrehozása a képen.
32:07 *🧍 Emberek eltávolítása a háttérből*
- Emberek eltávolítása a háttérből képgenerálással, különféle lehetőségek bemutatása.
- Precíz vaázatkiosztás emberek körül,
- Generatív kitöltés használata emberek eltávolítására.
38:19 *📸 Fotók helyreállítása régi fényképeken*
- Régi fényképek restaurálása és karcok eltávolítása Adobe technologioákal.
- Fotórestauráló neurális szűrő használata,
- Generatív kitöltéssel végzett finommegmunkálás a karcok és hiányosságok eltávolítására.
00:43:13 *🖌️ Fényképek javításai Photoshopban*
- A Photoshop Spot Healing Brush eszközének használata kisebb javításokra, különösen régi fényképek esetében.
- Kisebb részek kiválasztása jobb eredményt adhat.
- Személyes preferenciák szerint különböző eredményeket lehet elérni.
00:44:20 *🌄 Generatív expandálás használata Photoshopban*
- Az új generatív expander eszköz lehetővé teszi képek egyszerűbb bővítését.
- Korábban content aware fill volt a módszer, most még hatékonyabb megoldások állnak rendelkezésre.
- Különféle opciókat kínálva segít átváltani a képeket vertikálisról horizontális megjelenítésre.
00:47:38 *🎨 Fényképek festménnyé alakítása generatív feltöltéssel*
- Fényképek olaj- vagy akvarellfestménnyé alakítása a generatív feltöltés alkalmazásával.
- Az eredeti képpontok részleges felhasználása egy új, festményszerű hatás létrehozásához.
- Módszerek és tippek a Photoshop csatornái használatával a festményszerű hatás elérésére.
00:51:48 *🔛 Tárgyak manipulálása és cseréje generatív feltöltéssel*
- Tárgyak eltávolítása vagy hozzáadása egy képhez a generatív feltöltés segítségével.
- Bonyolultabb eszközök használata, például képek letöltése és manipulálása Adobe Stockról.
- Pro tippek és figyelmeztetések, ha kockázatos tartalmat észlel a rendszer.
00:53:27 *🎥 Videók kiterjesztése Photoshoppal*
- Videók kiterjesztése állóképek alapján generatív feltöltéssel.
- A Photoshopba való videók betöltése és szerkesztése az Instagram kompatibilis formátumok létrehozásához.
- Fix kameraállású videók esetén egyszerűbb szerkesztési lehetőségek.

Made with HARPA AI",0,2024-09-11T05:49:21Z,:bullseye: Key points for quick navigation: 00:00:00 :glowing_star: Bevezetés az Adobe Firefly világába A Firefly mesterséges intelligencia modellje A Firefly előnyei és jövőbeli fejlesztései Felhasználási lehetőségek: text to image generative fill 00:05:09 :artist_palette: A texttoimage technológia részletei A texttoimage felhasználási lehetőségei és példái A variánsok és stílusok testreszabása A felhasználói kísérletezés fontossága 00:12:17 :paintbrush: Generatív eszközök: Generative Fill és Text Effects A generatív kitöltés használata képek módosítására Text Effects funkció fontossága és kreatív alkalmazásai 00:15:49 :pencil: Generatív átszínezés az Illustrator és Firefly segítségével Az átszínezési funkció bemutatása Illustratorban Firefly generatív átszínezési lehetőségei Az SVG fájlok szerepe és használata 00:18:45 :rocket: Adobe Express újdonságai és gyors feladatok Az Adobe Express új funkcióinak bemutatása Gyors akciók és integráció a Creative Cloud alkalmazással Express és Firefly integráció a kreatív munkafolyamatokban 21:20 :artist_palette: Háttér újragenerálása A háttér eltávolítása és újragenerálása szöveges képgenerátor segítségével A háttér eltávolítása és áthelyezése Szöveges képgenerátor használata a Photoshopban 24:52 :paintbrush: Generatív kitöltés a Photoshopban A generatív kitöltés bemutatása az Adobe Photoshop bétaváltozatában Objektum kiválasztása és bővítése Generatív kitöltési technológia különbségei a tartalomérzékeny kitöltéssel szemben 28:20 :soft_ice_cream: Jégkrém generálása képen Jégkrém hozzáadása meglévő képhez generatív kitöltéssel Nyers kijelölés alkalmazása és generatív kitöltés Különböző variációk létrehozása a képen 32:07 :person_standing: Emberek eltávolítása a háttérből Emberek eltávolítása a háttérből képgenerálással különféle lehetőségek bemutatása Precíz vaázatkiosztás emberek körül Generatív kitöltés használata emberek eltávolítására 38:19 :camera_with_flash: Fotók helyreállítása régi fényképeken Régi fényképek restaurálása és karcok eltávolítása Adobe technologioákal Fotórestauráló neurális szűrő használata Generatív kitöltéssel végzett finommegmunkálás a karcok és hiányosságok eltávolítására 00:43:13 :paintbrush: Fényképek javításai Photoshopban A Photoshop Spot Healing Brush eszközének használata kisebb javításokra különösen régi fényképek esetében Kisebb részek kiválasztása jobb eredményt adhat Személyes preferenciák szerint különböző eredményeket lehet elérni 00:44:20 :sunrise_over_mountains: Generatív expandálás használata Photoshopban Az új generatív expander eszköz lehetővé teszi képek egyszerűbb bővítését Korábban content aware fill volt a módszer most még hatékonyabb megoldások állnak rendelkezésre Különféle opciókat kínálva segít átváltani a képeket vertikálisról horizontális megjelenítésre 00:47:38 :artist_palette: Fényképek festménnyé alakítása generatív feltöltéssel Fényképek olaj vagy akvarellfestménnyé alakítása a generatív feltöltés alkalmazásával Az eredeti képpontok részleges felhasználása egy új festményszerű hatás létrehozásához Módszerek és tippek a Photoshop csatornái használatával a festményszerű hatás elérésére 00:51:48 :ON_arrow: Tárgyak manipulálása és cseréje generatív feltöltéssel Tárgyak eltávolítása vagy hozzáadása egy képhez a generatív feltöltés segítségével Bonyolultabb eszközök használata például képek letöltése és manipulálása Adobe Stockról Pro tippek és figyelmeztetések ha kockázatos tartalmat észlel a rendszer 00:53:27 :movie_camera: Videók kiterjesztése Photoshoppal Videók kiterjesztése állóképek alapján generatív feltöltéssel A Photoshopba való videók betöltése és szerkesztése az Instagram kompatibilis formátumok létrehozásához Fix kameraállású videók esetén egyszerűbb szerkesztési lehetőségek Made with HARPA AI,:bullseye: key points for quick navigation: 00:00:00 :glowing_star: bevezetés az adobe [product] világába a [product] mesterséges intelligencia modellje a [product] előnyei és jövőbeli fejlesztései felhasználási lehetőségek: text to image generative fill 00:05:09 :artist_palette: a texttoimage technológia részletei a texttoimage felhasználási lehetőségei és példái a variánsok és stílusok testreszabása a felhasználói kísérletezés fontossága 00:12:17 :paintbrush: generatív eszközök: generative fill és text effects a generatív kitöltés használata képek módosítására text effects funkció fontossága és kreatív alkalmazásai 00:15:49 :pencil: generatív átszínezés az [product] és [product] segítségével az átszínezési funkció bemutatása illustratorban [product] generatív átszínezési lehetőségei az svg fájlok szerepe és használata 00:18:45 :rocket: adobe express újdonságai és gyors feladatok az adobe express új funkcióinak bemutatása gyors akciók és integráció a creative cloud alkalmazással express és [product] integráció a kreatív munkafolyamatokban 21:20 :artist_palette: háttér újragenerálása a háttér eltávolítása és újragenerálása szöveges képgenerátor segítségével a háttér eltávolítása és áthelyezése szöveges képgenerátor használata a photoshopban 24:52 :paintbrush: generatív kitöltés a photoshopban a generatív kitöltés bemutatása az adobe [product] bétaváltozatában objektum kiválasztása és bővítése generatív kitöltési technológia különbségei a tartalomérzékeny kitöltéssel szemben 28:20 :soft_ice_cream: jégkrém generálása képen jégkrém hozzáadása meglévő képhez generatív kitöltéssel nyers kijelölés alkalmazása és generatív kitöltés különböző variációk létrehozása a képen 32:07 :person_standing: emberek eltávolítása a háttérből emberek eltávolítása a háttérből képgenerálással különféle lehetőségek bemutatása precíz vaázatkiosztás emberek körül generatív kitöltés használata emberek eltávolítására 38:19 :camera_with_flash: fotók helyreállítása régi fényképeken régi fényképek restaurálása és karcok eltávolítása adobe technologioákal fotórestauráló neurális szűrő használata generatív kitöltéssel végzett finommegmunkálás a karcok és hiányosságok eltávolítására 00:43:13 :paintbrush: fényképek javításai photoshopban a [product] spot healing brush eszközének használata kisebb javításokra különösen régi fényképek esetében kisebb részek kiválasztása jobb eredményt adhat személyes preferenciák szerint különböző eredményeket lehet elérni 00:44:20 :sunrise_over_mountains: generatív expandálás használata photoshopban az új generatív expander eszköz lehetővé teszi képek egyszerűbb bővítését korábban content aware fill volt a módszer most még hatékonyabb megoldások állnak rendelkezésre különféle opciókat kínálva segít átváltani a képeket vertikálisról horizontális megjelenítésre 00:47:38 :artist_palette: fényképek festménnyé alakítása generatív feltöltéssel fényképek olaj vagy akvarellfestménnyé alakítása a generatív feltöltés alkalmazásával az eredeti képpontok részleges felhasználása egy új festményszerű hatás létrehozásához módszerek és tippek a [product] csatornái használatával a festményszerű hatás elérésére 00:51:48 :on_arrow: tárgyak manipulálása és cseréje generatív feltöltéssel tárgyak eltávolítása vagy hozzáadása egy képhez a generatív feltöltés segítségével bonyolultabb eszközök használata például képek letöltése és manipulálása adobe stockról pro tippek és figyelmeztetések ha kockázatos tartalmat észlel a rendszer 00:53:27 :movie_camera: videók kiterjesztése photoshoppal videók kiterjesztése állóképek alapján generatív feltöltéssel a photoshopba való videók betöltése és szerkesztése az instagram kompatibilis formátumok létrehozásához fix kameraállású videók esetén egyszerűbb szerkesztési lehetőségek made with harpa ai,"['firefly', 'illustrator', 'photoshop']",hu,FALSE,neutral,FALSE
f1jEf_xShiY,FALSE,,Ugw22PGZW0rOxtS9IYZ4AaABAg,UCicQOzf89SaV_hG3KnK2eJA,@methodlab07,BOOPcorn... classic Pinsky!!,0,2024-01-13T19:26:25Z,BOOPcorn classic Pinsky,boopcorn classic pinsky,[],en,TRUE,neutral,FALSE
f1jEf_xShiY,TRUE,Ugw22PGZW0rOxtS9IYZ4AaABAg,Ugw22PGZW0rOxtS9IYZ4AaABAg.9zWqNTKkVbZ9zddG2dJ1CD,UCVMJPRXrBIOFDBZEaF-_pEA,@AdobeLiveCommunity,B O O P,0,2024-01-16T20:05:44Z,B O O P,b o o p,[],pt,FALSE,neutral,FALSE
f1jEf_xShiY,FALSE,,UgwHDww6ARRiY29C2et4AaABAg,UCGP67hb_PZ8t5be-0fNiztA,@WolfeJAM,"🎯 Key Takeaways for quick navigation:

00:00 📜 *Introduction to Image to Line Art Workflow*
- Introduction to the challenge of turning any image into line art.
- Mention of the workflow using Comfy UI and generative AI.
- Emphasis on the complexity of the task.
01:01 🧩 *Essential Requirements for the Workflow*
- Listing the custom nodes and models required for the workflow.
- Instructions on installing necessary custom nodes and models.
- Highlighting the importance of having these components.
02:09 🧰 *Setting Up the Workflow Nodes*
- Explaining the initial setup of nodes for the workflow.
- Grouping nodes into categories such as models, image and resolution, prompts, and more.
- Describing the purpose of each node in the setup.
16:29 🔀 *Connecting Image and Control Net Processing*
- Detailing the connections between the loaded image, control net, and other nodes.
- Explaining the importance of maintaining image resolution.
- Mentioning the image processing flow in the workflow.
26:50 🎨 *Adding Post-Processing Effects*
- Introduction to post-processing effects, including upscaling.
- Connecting nodes for upscaling and enhancing the generated line art.
- Explaining how to fine-tune the results for different image types.
36:59 🖼️ *Examples and Practical Usage*
- Demonstrating practical usage with various image categories.
- Highlighting the flexibility of the workflow for different image styles.
- Mentioning additional nodes for background removal and customizing results.

Made with HARPA AI",5,2023-11-26T14:33:15Z,:bullseye: Key Takeaways for quick navigation: 00:00 :scroll: Introduction to Image to Line Art Workflow Introduction to the challenge of turning any image into line art Mention of the workflow using Comfy UI and generative AI Emphasis on the complexity of the task 01:01 :puzzle_piece: Essential Requirements for the Workflow Listing the custom nodes and models required for the workflow Instructions on installing necessary custom nodes and models Highlighting the importance of having these components 02:09 :toolbox: Setting Up the Workflow Nodes Explaining the initial setup of nodes for the workflow Grouping nodes into categories such as models image and resolution prompts and more Describing the purpose of each node in the setup 16:29 :shuffle_tracks_button: Connecting Image and Control Net Processing Detailing the connections between the loaded image control net and other nodes Explaining the importance of maintaining image resolution Mentioning the image processing flow in the workflow 26:50 :artist_palette: Adding PostProcessing Effects Introduction to postprocessing effects including upscaling Connecting nodes for upscaling and enhancing the generated line art Explaining how to finetune the results for different image types 36:59 :framed_picture: Examples and Practical Usage Demonstrating practical usage with various image categories Highlighting the flexibility of the workflow for different image styles Mentioning additional nodes for background removal and customizing results Made with HARPA AI,:bullseye: key takeaways for quick navigation: 00:00 :scroll: introduction to image to line art workflow introduction to the challenge of turning any image into line art mention of the workflow using comfy ui and generative ai emphasis on the complexity of the task 01:01 :puzzle_piece: essential requirements for the workflow listing the custom nodes and models required for the workflow instructions on installing necessary custom nodes and models highlighting the importance of having these components 02:09 :toolbox: setting up the workflow nodes explaining the initial setup of nodes for the workflow grouping nodes into categories such as models image and resolution prompts and more describing the purpose of each node in the setup 16:29 :shuffle_tracks_button: connecting image and control net processing detailing the connections between the loaded image control net and other nodes explaining the importance of maintaining image resolution mentioning the image processing flow in the workflow 26:50 :artist_palette: adding postprocessing effects introduction to postprocessing effects including upscaling connecting nodes for upscaling and enhancing the generated line art explaining how to finetune the results for different image types 36:59 :framed_picture: examples and practical usage demonstrating practical usage with various image categories highlighting the flexibility of the workflow for different image styles mentioning additional nodes for background removal and customizing results made with harpa ai,[],en,TRUE,neutral,FALSE
ObFUgfZCK8I,FALSE,,UgyHPWXgyhmydVjb1sR4AaABAg,UCptuS2u3b91ForWBKXes12w,@Olivia-t2g8v,Photoshop!!!!!!❤😊❤😊❤😊❤😊❤😊,0,2025-06-11T16:40:20Z,Photoshop:red_heart::smiling_face_with_smiling_eyes::red_heart::smiling_face_with_smiling_eyes::red_heart::smiling_face_with_smiling_eyes::red_heart::smiling_face_with_smiling_eyes::red_heart::smiling_face_with_smiling_eyes:,[product]:red_heart::smiling_face_with_smiling_eyes::red_heart::smiling_face_with_smiling_eyes::red_heart::smiling_face_with_smiling_eyes::red_heart::smiling_face_with_smiling_eyes::red_heart::smiling_face_with_smiling_eyes:,['photoshop'],unknown,FALSE,positive,FALSE
ObFUgfZCK8I,FALSE,,UgyiJiLAR5xsrXURQs14AaABAg,UCxldQdEAIoXf2kMv65YQK-Q,@sean910grand2222,Photoshop,0,2025-04-28T05:06:32Z,Photoshop,[product],['photoshop'],unknown,FALSE,neutral,FALSE
ObFUgfZCK8I,FALSE,,UgzuIKNDf7eQTg9hbvl4AaABAg,UCDBrjJuLDpcAs2rO-8gJVhg,@Catsart143,Photo shop?❤,1,2025-04-24T20:54:14Z,Photo shop:red_heart:,photo shop:red_heart:,[],en,TRUE,neutral,FALSE
ObFUgfZCK8I,FALSE,,UgzNFhC1ciGN_sMBgZN4AaABAg,UCPWyuXDiNXUwFlfET61rmKw,@melanco22,"Hello Dear,
Yes, please Photoshop!
Hugs from Canada",4,2025-04-24T15:20:32Z,Hello Dear Yes please Photoshop Hugs from Canada,hello dear yes please [product] hugs from canada,['photoshop'],en,TRUE,neutral,FALSE
VNs1lW8t4hw,TRUE,UgxO6IWj5eWMbuZ9DQZ4AaABAg,UgxO6IWj5eWMbuZ9DQZ4AaABAg.A9RRuvBpUv2A9aBrTR5zZS,UCaDBRJTQhIg_QhCkW7SxWGQ,@TheUnlockr,Not sure you watched the video,0,2024-10-14T21:45:11Z,Not sure you watched the video,not sure you watched the video,[],en,TRUE,neutral,FALSE
VNs1lW8t4hw,TRUE,UgyUWkxsWiZ83qIkCl54AaABAg,UgyUWkxsWiZ83qIkCl54AaABAg.A71_kQ-CxyKA8bJHOz90T-,UCoOhuHpHnWbQoZAKRz9DRjQ,@punishabel,"If you're so unhappy about the price, you can learn how to pirate safe versions my friend, I've never paid for any piece of software, look in the r/piracy megathread",0,2024-09-20T11:37:53Z,If youre so unhappy about the price you can learn how to pirate safe versions my friend Ive never paid for any piece of software look in the rpiracy megathread,if youre so unhappy about the price you can learn how to pirate safe versions my friend ive never paid for any piece of software look in the rpiracy megathread,[],en,TRUE,neutral,FALSE
